method,bits,seed,bytes_per_vector,index_bytes,compress_seconds,query_latency_ms
turboquant,2,0,135.875,33929316,1.3507193750119768,5.236703954869881
turboquant,2,1,135.875,33929316,2.130138167005498,4.027115415083244
turboquant,2,2,135.875,33929316,1.2421997920027934,2.369613540067803
turboquant,2,3,135.875,33929316,1.3854283340042457,2.6216616650344804
turboquant,2,4,135.875,33929316,1.0333874999778345,1.9522187500842847
turboquant,3,0,199.75,33929316,0.9951572500285693,4.52123124996433
turboquant,3,1,199.75,33929316,1.3898754590190947,4.34422687481856
turboquant,3,2,199.75,33929316,1.4901699590263888,4.597681250015739
turboquant,3,3,199.75,33929316,1.7231666669831611,1.7854122901917435
turboquant,3,4,199.75,33929316,1.2201016249600798,1.4760327100520954
turboquant,4,0,263.625,33929316,1.6568261659704149,3.6331458302447572
turboquant,4,1,263.625,33929316,1.581293708004523,3.949097295117099
turboquant,4,2,263.625,33929316,1.6836260000127368,3.579568335262593
turboquant,4,3,263.625,33929316,1.3180331659968942,1.5077822899911553
turboquant,4,4,263.625,33929316,1.1275048750103451,1.6465477048768662
qjl,2,0,132.0,4093848,0.2872140410472639,1.539952295133844
qjl,2,1,132.0,4093848,0.25565516599453986,0.5959295848151669
qjl,2,2,132.0,4093848,0.13077225000597537,0.6262795848306268
qjl,2,3,132.0,4093848,0.3718452079920098,1.268433749792166
qjl,2,4,132.0,4093848,0.289121207955759,1.700754585035611
qjl,3,0,196.0,6078744,0.3599710420239717,3.4320347948232666
qjl,3,1,196.0,6078744,0.21955704200081527,0.7611397898290306
qjl,3,2,196.0,6078744,0.1853289160062559,2.086261874937918
qjl,3,3,196.0,6078744,0.1854805420152843,1.2343433298519813
qjl,3,4,196.0,6078744,0.3852106250124052,4.120861875126138
qjl,4,0,260.0,8063640,0.30466516700107604,1.8262493750080466
qjl,4,1,260.0,8063640,0.5721847080276348,3.609175210003741
qjl,4,2,260.0,8063640,0.5237391670234501,3.020395204948727
qjl,4,3,260.0,8063640,0.49517125001875684,2.6851420852472074
qjl,4,4,260.0,8063640,0.49591741600306705,1.851402914908249
polarquant,2,0,131.75,31820364,1.1350235000136308,1.157211039972026
polarquant,2,1,131.75,31820364,0.6862886250019073,1.1829645850230008
polarquant,2,2,131.75,31820364,2.606466667028144,1.2493537500267848
polarquant,2,3,131.75,31820364,0.5757095000008121,0.7848399999784306
polarquant,2,4,131.75,31820364,0.8521645829896443,1.9714358350029215
polarquant,3,0,195.625,31820364,0.6574571669916622,0.8013156251399778
polarquant,3,1,195.625,31820364,1.8453794580418617,2.015525625029113
polarquant,3,2,195.625,31820364,0.6834350829594769,0.7595527099329047
polarquant,3,3,195.625,31820364,2.0603297500056215,1.2143745849607512
polarquant,3,4,195.625,31820364,0.8435178329818882,0.8438225000281818
polarquant,4,0,259.5,31820364,1.4360757500398904,1.086298540176358
polarquant,4,1,259.5,31820364,0.8784735830267891,1.220262084971182
polarquant,4,2,259.5,31820364,0.6407439159811474,1.0600356248323806
polarquant,4,3,259.5,31820364,0.4896678330260329,0.7072654200601391
polarquant,4,4,259.5,31820364,0.47375841601751745,0.6133656250312924
