method,bits,seed,bytes_per_vector,index_bytes,compress_seconds,query_latency_ms
uncompressed,32,0,2048.0,10240000,3.4170225262641907e-06,0.03262979007558897
uncompressed,32,0,2048.0,10240000,2.667016815394163e-06,0.021407709864433855
